authors,title,description,categories,pageCount,language,publishedDate,averageRating
['Ruskin Bond'],Owls in the Family,"'I had placed one [owl] on a branch of the mango tree, and was stooping to pick up the other, when I received quite a heavy blow on the back of my head. A second or two later, the mother owl swooped down at Grandfather, but he was agile enough to duck out of its way.' This is a collection of Ruskin Bond's 'small town' stories. Meet Ranji's wonderful bat which is his lucky charm, along with wacky parrots, ostriches, owls and a number of idiosyncratic characters in other stories. Hold your breath as Romi cycles through a raging forest fire and follow the Boy Scouts on delightful adventures. Lose yourself in timeless romantic classics 'The Eyes Have It' and 'Time Stops at Shamli' and savour the bittersweetness of 'The Blue Umbrella'. Owls in the Family will take you on a journey through childhood and youth-through romance and thrill, leaving you enchanted with Bond's beautiful world.",['Fiction'],138,en,2018-07,5
['Ruskin Bond'],Crazy Times with Uncle Ken,"""Who doesn't like an eccentric uncle? Ruskin Bond certainly does. Whenever Uncle Ken arrives at Grandma's house; and he does frequently; there is trouble afoot! Watch bumbling and endearing Uncle Ken stumble through the pages of this collection as he drives his car into a wall, is mistaken for a famous cricketer, troubled by a mischievous ghost, chased by a swarm of bees and attacked by flying foxes. Be it the numerous bicycle rides with the author or his futile attempts at finding a job, Uncle Ken's misadventures provide huge doses of laughter.""--Back cover",['Eccentrics and eccentricities'],0,en,2016,
['Ruskin Bond'],The Essential Collection for Young Readers,"Ruskin Bond has been writing stories for children for over six decades now, delighting and enchanting each new generation of readers with his heart-warming tales of friendship, love and coming-of-age. Curated in this essential collection are some of his best-loved stories, designed to introduce the young reader to Ruskin's cast of beloved characters - from the irrepressible Rusty, with his constant thirst for adventure, to his Grandfather, with his overflowing kindness towards all creatures great and small, from the resolute Bina, who braves a leopard to walk to school, to Suraj and Sunder Singh, who become unlikely friends. Including classic tales such as 'The Girl on the Train', 'Coming Home to Dehra', 'The Room of Many Colours' and 'The Blue Umbrella', in turns funny, touching, whimsical and nostalgic, this collection is a must-read for children and adults alike.","[""Children's stories, Indic (English)""]",212,en,2015-06-01,
"['Cullinan', 'Ruskin Bond']",Angry River,"Alone on her island home, Sita must face the rising river during a monsoon.",['Rivers'],87,en,1994,4
['Ruskin Bond'],The Great Train Journey,,['Fiction'],128,en,2018,1
['Ruskin Bond'],A Little Book of Happiness,,,,en,2016,
['Ruskin Bond'],The Laughing Skull,"In the middle of the night, I woke to a loud rattling sound. A rat, perhaps? But no. As soon as I opened the cupboard door, out popped the skull-landing near my feet and bouncing away right across the drawing room. Ghosts and spirits, prets and jinns abound in this collection of stories. From the skull that refused to be given away to the spirits of long dead hill-station residents and from the mysterious man you meet on a dark road to the malevolent presence at the bottom of a pond-these are some of Ruskin Bond's best stories about the supernatural. Dive under the covers, leave the lights on and lose yourself in these scary, funny and adventurous tales.",['Fiction'],124,en,2016,5
['Ruskin Bond'],Rusty the Boy from the Hills,,,224,en,2014-10-01,5
['Ruskin Bond'],Eyes of the Cat,"'Her eyes seemed flecked with gold when the sun was on them. And as the sun set over the mountains, drawing a deep red wound across the sky, there was more than gold in Kiran's eyes. There was anger...' Who does not enjoy short stories that are pithy, compelling and gripping? In this collection, Ruskin Bond selects some of the best short stories for his readers. There is O. Henry's classic story about hunting in the great outdoors; Guy de Maupassant's Gothic horror classic about a severed hand with a mind of its own; Edgar Allan Poe's tale about a heart that doesn't seem to stop beating; and stories by H.G. Wells, Arthur Conan Doyle, Charles Dickens and by Ruskin Bond himself. Always entertaining and completely unputdownable, the stories in Eyes of the Cat will keep readers riveted till the very last page.",['Fiction'],126,en,2017-03-07,
['Ruskin Bond'],The Lagoon,"In the stillness of the air every tree, every leaf, every bough, every tendril of creeper and every petal of minute blossoms seemed to have been bewitched into an immobility perfect and final. Nothing moved on the river but the eight paddles that rose flashing regularly, dipped together with a single splash... Somewhere deep in the jungles, in a boat anchored on a lagoon, a man listens to the doomed love story of his friend and his dying lover. In an apple orchard, a philosopher tries hard to decipher the codes of love, little realizing that he is ruining his own chances. With stories from writers like O. Henry, Joseph Conrad, Guy de Maupassant, Anton Chekov and others, this collection brings alive the many shades of love, from the heartbreaking to the joyous.",['Literary Criticism'],154,en,2017-02-22,
['Bond Ruskin'],Little Book of Comfort,"''So I went out into the night, walked up the hill, discovered new things about the night and myself, and came home refreshed. For just as the night has the moon and the stars, so the darkness of the soul can be lit up by small fireflies - such as these calm and comforting thoughts that I have jotted down for you..."" Ruskin Bond",,160,en,2019-01-15,
['Ruskin Bond'],A Little Book of Friendship,"'There is no greater desert or wilderness than to be without true friends.' In this beautiful collection, Ruskin Bond puts together his favourite sayings on friends and friendship. From his own observations, recorded over the years in his diaries, to famous sayings by celebrated writers, poets and philosophers, this is a delightful compilation of thoughts on love, friendship and family. Told with the heartwarming simplicity that characterizes Ruskin Bond, this book, much like a good friend, is one you can turn to at any time, for comfort and company.",['Friendship'],162,en,2014-11-01,4
['Ruskin Bond'],Children's Omnibus,"For over six decades now, Ruskin Bond has been entertaining and touching the lives of countless readers, young and old, with his stories, novels and poems. Children's Omnibus: Volume 2 brings together the best of his stories for young readers. Included here are old favourites like 'The School among the Pines' and 'The Night the Roof Blew Off', as well as lesser-known anecdotes such as the hilarious 'My Failed Omelettes and Other Disasters' and the heart-warming 'Adventures in Reading'. A selection of his charming, whimsical poetry for children, also included in this volume, makes this book a truly enchanting read. Funny, thoughtful, nostalgic and uplifting, Children's Omnibus: Volume 2 is a treat for children and adults alike.","[""Children's stories, Indic (English)""]",283,en,2014-11-01,
['Ruskin Bond'],My Favourite Nature Stories,"'When I came to live in Mussoorie just over fifty years ago, I lived in Maplewood Lodge, a cottage below Wynberg-Allen School. Its windows opened on to a well-forested hillside. So naturally I wrote about the trees, wild flowers, and birds and other creatures who lived among them. Then circumstances forced me to move higher up the mountain, and for the last thirty-five years I have lived on the top floor of Ivy Cottage, in Landour Cantonment. Here there are windows too, and they open on to the sky, clouds, the Doon valley and range upon range of mountains. And from this perch on the hillside I feel that I am part of the greater world, mother India as well as the natural world of planet Earth.' In this charming collection, Ruskin Bond talks about his various encounters with the natural world. From the chorus of cicadas to the song of the whistling thrush, from his love for sea shells to his favourite place on earth, Bond details why he has such an overwhelming love for nature. This book is for all who cherish the green world, just as Bond does.",['Natural history'],,en,2016-05-01,
['Ruskin Bond'],Funny Side Up,"I have lived to see Bombay become Mumbai, Calcutta become Kolkata, and Madras become Chennai. Times change, names change, and if Bond becomes Bonda I won't object.' With these lines, begins another brilliant collection of essays, stories and poems by writer par excellence, Ruskin Bond. With an ability to look at ordinary situations with unique wit and acuity, Ruskin Bond invites us into his home, his countryside, his life. Peopled with monkeys, wild boars, an aunt with a phobia of flowers, an eccentric cousin who thinks he is the great cricket player Ranji, the wise seven-year-old Gautam, this collection is an absorbing read for readers of all ages.",['India'],156,en,2006,
['Ruskin Bond'],A Flight of Pigeons,"When Ruth's father, a clerk in the British magistrate's office, is killed in an attack by sepoys, her family seeks refuge with their trusted companion, Lala Ramjimal. Based on true events, this story is rich in details and drama. It is told with simplicity and humanity.",['Fiction'],148,en,2007,2
['Ruskin Bond'],Animal Stories (Special School Edition),,,,en,,
['Ruskin Bond'],White Mice,"A tale of sweet revenge Ruskin is keen to teach his scatterbrained uncle a lesson. After all, he put him on the wrong train! Armed with gifts from his new friend, the stationmaster-yummy rasgullas and a pair of beautiful white mice-Ruskin devises the perfect payback. Peppered with endearing characters and brought to life by delightful artwork, this is one of Bond's most unforgettable tales.",,64,en,2018-01-25,
['Ruskin Bond'],The Road To The Bazaar,"Ruskin Bond not only brings to life a town in northern India capturing the scenery, the people, the atmosphere - but also shows that children are the same the world over.",,128,en,1993,
['Ruskin Bond'],When the Night Falls,"'I saw something-something horrible-a boy weeping in the forest-and he had no face!' 'No face, Sir?' 'No eyes, nose, mouth-nothing.' 'Do you mean it was like this, Sir?' asked the watchman, and raised the lamp to his own face. The watchman had no eyes, no ears, no features at all-not even an eyebrow! True horror surfaces from darkness only when the night falls! This goose-bumpy collection introduces you to some of the most terrifying ghost stories ever told-old manor house hauntings; a couple on a remote island, condemned to a doom of unimaginable horror; a dying woman's promise that she will be back to take her sisters when their time is up; a solitary walk through the woods in the evening and the terror it unfolds... Each story is sure to send a chill down your spine. So, dive under the covers and get ready to be spooked by the wild elements of the night!",['Fiction'],152,en,2017-01-10,
['Ruskin Bond'],Time Stops at Shamli and Other Stories,Stories portray the people of the villages and small towns of India as they face the crises of everyday life,['Fiction'],180,en,1989,4
['Ruskin Bond'],Dust on the Mountain,,,72,en,2016-02-01,5
['Ruskin Bond'],OUR TREES STILL GROW IN DEHRA,"Fourteen engaging stories from one of India's master story-tellers Semi-autobiographical in nature, these stories span the period from the author's childhood to the present. We are introduced, in a series of beautifully imagined and crafted cameos, to the author's family, friends, and various other people who left a lasting impression on him. In other stories we revisit Bond's beloved Garhwal hills and the small towns and villages that he has returned to time and again in his fiction. Together with his well-known novella, A Flight of Pigeons (which was made into the film Junoon), which also appears in this collection, these stories once again bring Ruskin Bond's India vividly to life.",['Literary Criticism'],168,en,2011-01-03,4
['Ruskin Bond'],Getting Granny's Glasses,,,48,en,2011-12-01,
['Ruskin Bond'],Coming Round the Mountain,"'It was 1947, and life was about to change quite dramatically for most of us' Thirteen-year-old Ruskin is back at school, doing what he loves-reading, goal-keeping, spending time with his friends and eating lots of jalebis. But things seem to be rapidly changing all around him. Whispers of a partition haunt the corridors of his school. Does the formation of a new, independent India mean saying goodbye to old friends-and, with it, the shenanigans they got up to? On the heels of Looking for the Rainbow and Till the Clouds Roll By, Coming Round the Mountain is yet another look at the past, in particular one memorable year, 1947, during which a lot happened to Ruskin and those around him. It is a fitting finale to a journey down memory lane, one about accepting change and finding hope in the unknown days to come.","[""Children's stories, Indic (English)""]",128,en,2019-05-15,
['Ruskin Bond'],Parrot Who Wouldn't Talk and Other Stories,Presents short stories for children about the author's eccentric relatives.,['Eccentrics and eccentricities'],106,en,2015,
['Ruskin Bond'],The Day Grandfather Tickled a Tiger,,,0,en,2017,
['Ruskin Bond'],All Roads Lead to Ganga,Travel memoirs of the author.,['India'],121,en,2007,
['Ruskin Bond'],A Long Walk for Bina,"When Bina shifts to a school in Nauti-which is a long way from Koli, her village-she must daily cross the mountain, the river and walk through the jungle to get there. She is accompanied by Prakash, a boisterous twelve year old, and Sonu, her excitable younger brother. Together, they have many adventures-from helping old Mr Mani save his potatoes from porcupines to visiting the town of Tehri; and from escaping a landslide to encountering a leopard in the jungle.A touching and warm story by Ruskin Bond, this beautifully illustrated book showcases life in the hills and the wonders of friendship and bravery.",,64,en,2014-09,
['Ruskin Bond'],Ranji's Wonderful Bat & Other Stories,,"[""Children's stories, English""]",0,en,2015,
['Bond Ruskin'],Words from My Window,"I need a window to look at the world without; for only then can I look at the world within. A room without a window is rather like a prison cell, and the soul is inclined to shrivel up in a confined space. ... Car horns, children calling to each other as they return from school, a boy selling candyfloss, several crows chasing a hawk! Never a dull moment. And the magic mountain looks on, absorbing everything.",['Biography & Autobiography'],144,en,2019-07-20,
['Ruskin Bond'],Tales and Legends from India,"A collection of twenty-five traditional tales from India, including folk tales, Jataka stories, and regional legends.",['Fiction'],156,en,2015-04-30,
['Ruskin Bond'],Roads to Mussoorie,"Ruskin Bond emerges again, with a delightful set of sketches set in and on the way to his beloved Mussoorie. With an endearing affection and nostalgia for his home of over forty years, Mr Bond describes his journeys to and from Mussoorie over the years, and then delves into the daily scandals surrounding his life and friends in the (not so) sleepy hill town. The pieces in this collection are characterised by an incorrigible sense of humour and an eye for ordinary-and most often unnoticed-details that are so essential to the geographic, social and cultural fabric of a place. Accompanied by beautiful illustrations, Roads to Mussoorie is a memorable evocation of a writer's surroundings and the role they have played in his work and life.",['Fiction'],125,en,2005,5
['Ruskin Bond'],Mr Oliver's Diary,"A gun-toting, violin-playing headmaster A homicidal barber A hungry leopard and about a hundred frogs on the loose Boys with a talent for pranks and jokes Mr Oliver, a history teacher, arrives in Simla with a trainload of hungry boys to start a new term at the prep school. As he records the antics of the amazing characters there, and all that they get up to, we quickly realize that there is never a dull moment. A fire, a missing Headmaster and runaway students make sure that not a day goes by when Mr Oliver has nothing to report in his diary. He writes about the eccentric teachers, the girls’ school next door and the lovely Anjali Ramola, whom he secretly admires. Laugh-out-loud funny, with a core of old-world charm that is trademark Bond, Mr Oliver’s Diary has stories and characters that have never appeared anywhere before. With his runaway wig, pet shrew and endearing dry wit, Mr Oliver is sure to become as well-loved as those other vintage Ruskin Bond characters, Uncle Ken and Rusty.",['Juvenile Fiction'],176,en,2016-10-26,4
['Ruskin Bond'],Tigers for Dinner,"""Join Mehmoud in the kitchen as he cooks up one delectable meal after another, and gobble down his delicious stories of man-eating tigers, incompetent Maharajas, missing kitchen boys and haunted pillows, all brought vividly to life by Sunaina Coelhos captivating illustrations.""--Cover page 4.",['Juvenile Fiction'],65,en,2013-01-01,
['Ruskin Bond'],Dragon in the Tunnel,"In the not so distant past, everyone's place- whether maid, ayah or cook, sahib or memsahib- was well understood. There were clear rules for negotiating (and maintaining) the vast chasm between the two sides. Today, it's a little different. There are housekeepers who are part of the middle class who ensure their children join white-collar India. There are teenage girls brought to the city by 'aunts' and 'uncles' to serve as '24-hour' help, who find themselves virtually, and sometimes literally, caged. There are employers who wrestle with the guilt of spending more on an Italian meal in a fancy hotel than on those who clean their homes- and other employers who insist 'these people' are all thieves.",['Business & Economics'],128,en,2017-11-20,
['RUSKIN. BOND'],THESE ARE A FEW OF MY FAVORITES THINGS.,,,,en,2018,
['Ruskin Bond'],The Room on the Roof,"The Room on the Roof is a timeless coming-of-age novel that will resonate with a whole new generation of readers. Written by renowned author Ruskin Bond when he was just seventeen, it is the story of Rusty, a teenage Anglo-Indian boy who is orphaned and has to live with his English guardian in the stifling European quarter of Dehra Dun. Unhappy with the strict ways of his guardian, Rusty runs away from home to live with his Indian friends into the dream-bright world of the bazaar, Hindu festivals and all manner of Indian life. Rusty is enthralled, and is lost forever to the prim proprieties of the claustrophic European community.",['Young Adult Fiction'],192,en,2017-08-03,4
['Ruskin Bond'],A Little Book of Courage,,['Courage'],159,en,2018,
['Ruskin Bond'],IT'S A WONDERFUL LIFE,"In a grey and frightened world driven to despair by the pandemic, Ruskin Bond's luminous new book, It's a Wonderful Life, cuts through the gloom like a blade of bright steel. His unerring eye seeks out the joys and positive truths to be found in the smallest of incidents that occur in our lives, the good news and sources of happiness that we often miss out on as a result of the anxiety and bad news that has pervaded our daily existence over the past year. Perceptive, uplifting, and deeply moving, It's a Wonderful Life is another triumph from one of our most beloved writers. This title is particularly relevant in the current pandemic when daily anxieties can far outweigh the joys of life. The positive and uplifting tone of this work casts light on the little bundles of happiness that go unnoticed in our busy lives. Ruskin Bond is a bestselling author whose writing appeals to readers of all ages.",,150,en,2021-04-05,
['BOND RUSKIN'],BEAUTY OF ALL MY DAYS,,,,en,2018,
,The House of Strange Stories,,,212,en,2019-05,
['Ruskin Bond'],Whispering In The Dark,"One by one the clocks of the town struck midnight, when the sounds died away the deep silence of windless night fell again over everything...' A great imagination makes for terrific ghost stories-stories that go beyond the tapping on the doors in the middle of a night or a whistling thrush or even a squeaky swing in the wind. This is a collection of some such horror stories selected and compiled by Ruskin Bond that will send shivers down your spine",['Fiction'],222,en,2018-07-20,
['RUSKIN BOND'],ICSE-Eng_TheEnglishTreasure-TB-05,ICSE-Eng_TheEnglishTreasure-TB-05,['Language Arts & Disciplines'],,en,,
['Ruskin Bond'],A MURDER IN MUSSOORIE AND OTHER TALES,"September 1911. The sleepy little hill-town of Mussoorie-British in its garb and Indian in its soul-is jolted out of its reverie by a mysterious murder. A woman is found dead in her bed, her body laid out perfectly, and the door locked from inside. Sundry suspects and sensational speculations about black magic and crystal-gazing abound, but no one has been able to identify the murderer. Outgrowing the small town, the story travels to all the way to faraway London, and catches the fancy of the master of mysteries, Arthur Conan Doyle... Interwoven with clever wit and lively humour, A Murder in Mussoorie and Other Tales will transport you to a world of wonder and adrenaline-pumping adventure.",,122,en,2019-11-20,
['Ruskin Bond'],In Grandfather's Garden,,['Fiction'],126,en,2018,
['RUSKIN. BOND'],Rhododendrons in the Mist,,,336,en,2019,
['Ruskin Bond'],Ghost Stories from the Raj,"Ruskin Bond's readers range from nine to ninety. And if there are such things as ghosts there are probably a few who are reading him in the spirit world. In these stories Ruskin Bond presents a picture of a `haunted India' as witnessed and described by British writers, officials and travellers during the pre-independence era. Ruskin Bond, resident of Mussoorie, is a well-known writer of fiction and a raconteur par excellence. His Tales and Legends from India, Angry River, Strange Men, Strange Places, The Blue Umbrella, A Long Walk for Bina and Hanuman to the Rescue are also available in Rupa paperback. The Ruskin Bond's Children's Omnibus has been a firm favourite with young readers for several years. Ghost Stories from the Raj, The Rupa Book of Great Animal Stories, The Rupa Book of True Tales of Mystery and Adventure, The Rupa Book of Himalayan Tales and The Rupa Book of Great Suspense Stories are some of his recent books for Rupa.",['Anglo-Indian fiction'],170,en,2005-08,
['Ruskin Bond'],Being Mortal,"This volume brings together the best of Ruskin Bond’s prose and poetry. For over four decades, by way of innumerable novels, essays, short stories and poems, the author has mapped out and peopled a unique literary landscape. This anthology has selections from all of his major books and includes the classic novella Delhi Is Not Far.",['Literary Collections'],448,en,2016-04-01,5
['RUSKIN BOND'],ICSE-Eng_TheEnglishTreasure-TB-07,ICSE-Eng_TheEnglishTreasure-TB-07,['Language Arts & Disciplines'],,en,,
['RUSKIN BOND'],ICSE-Eng_TheEnglishTreasure-TB-02,ICSE-Eng_TheEnglishTreasure-TB-02,['Language Arts & Disciplines'],,en,,
['RUSKIN BOND'],ICSE-Eng_TheEnglishTreasure-TB-04,ICSE-Eng_TheEnglishTreasure-TB-04,['Language Arts & Disciplines'],,en,,
['Ruskin Bond'],Rusty Runs Away,"In the five years of his life that this book traces, Rusty’s story is taken forward to his adolescent years. His world is turned topsy-turvy as many upheavals besiege him. After his father and grandmother pass away in quick succession, the twelve-year-old is left in the care of a guardian, Mr Harrison, in Dehra. But after a mysterious incident involving his stepfather and the gardener, he is sent away to boarding school. Restlessness compels him to run away from school, with an ambition to travel the world. But the plan fails, and he is soon back in Dehra, with his strict guardian. Rusty is now seventeen. He rebels and leaves home again, this time for good. Adventurous and thought-provoking, Rusty Runs Away is a book that children and young adults everywhere will enjoy.",['Political Science'],208,en,2014-10-10,
['Ruskin Bond'],The Book of Nature,"For over six decades, Ruskin Bond has celebrated the wonder and beauty of nature as few other contemporary writers have, or indeed can. The Book of Nature brings together the best of his writing on the natural world, not just in the Himalayan foothills, but also in the cities and small towns that he has lived in or travelled through. In these pages, you will find leopards padding down the lanes of Mussoorie after dark, the first shower of the monsoon that brings with it a tumult of new life, the chorus of insects at twilight, ancient banyan trees and the short-lived cosmos flower, among other fascinating beings. This volume proves, yet again, that for the serenity and lyricism of his prose and his sharp yet sympathetic eye, Ruskin Bond has few equals.",['Fiction'],304,en,2016-07-27,
['Ruskin Bond'],Writing for My Life,"Experience the very best of Ruskin Bond's writings in one book. If only the world had no boundaries and we could move about without having to produce passports and documents everywhere, it really would be 'a great wide beautiful, wonderful world', says Ruskin Bond. From his most loved stories to poems, memoirs and essays, Writing for My Life opens a window to the myriad worlds of Ruskin Bond, India's most loved author. Capturing dreams of childhood, anecdotes of Rusty and his friends, the Ripley-Bean mysteries, accounts of his life with his father and his adventures in Jersey and London among others, this book is full of beauty and joy-two things Ruskin's writing is mostly known for. With a comprehensive introduction, this is the perfect gift to all the ardent readers and lovers of Ruskin's effervescent writing. A wide collection of carefully curated and beautifully designed stories, this book is a collector's edition.",['Fiction'],560,en,2022-03,
['Ruskin Bond'],DUST ON THE MOUNTAIN,"Bisnu finds how dangerous and lonely life can be for a boy who has to leave his home to earn money for his family. As he sets to work on the limestone quarries with the choking dust enveloping the beautiful mountain air, he longs for home more than ever.",['Juvenile Fiction'],72,en,2016-02-24,
['Ruskin Bond'],Notes From A Small Room,‘It’s the simple things in life that keep us from going crazy;’ Ruskin Bond writes in this enchanting collection of essays; a celebration of the uncomplicated pleasures of a life well-lived. In ‘A Good Philosophy’ we learn of Bond’s life philosophy; or the lack of it; and ‘In Search of the Perfect Window’ we join him in meditating on the qualities of a good window and its importance to a room. Whether contemplating the sound of a tropical downpour; on the fragrance of lime trees in the Himalayas or on a year spent with his cat Suzie; Ruskin Bond transports us to a quieter; more elegant world where time moves at a gentle pace. He invites us to revel in the intricacies of life and to poke fun at its absurdities; with insight; wisdom and wit.,['Literary Collections'],184,en,2017-08-29,4
['Ruskin Bond'],Snake Trouble,,['India'],32,en,1991,
['John Ruskin'],Munera pulveris,,,164,en,1882,
['John Ruskin'],Unto this Last,,['Economics'],311,en,1909,
['John Ruskin'],Works,,,,en,1904,
['John Ruskin'],"Crown of wild olives, Munera pulveris, Pre-Raphaelitism, Aratra Pentelici",,,,en,1894,
['John Ruskin'],Munera pulveris. 1891,,,,en,1891,
['John Ruskin'],Unto this Last and Munera Pulveris,,['Economics'],334,en,1906,
['John Ruskin'],Works. (Author's Ed.).,,,,en,1872,
['JOHN RUSKIN'],THE CROWN OF WILD OLIVE ,,,,en,1894,
['John Ruskin'],A Joy Forever,,,,en,1885,
['John Ruskin'],"Unto This Last, and Other Essays on Political Economy",,['Education'],,en,2021-12-02,
"['George Gordon Byron', 'Johann Wolfgang von Goethe', 'Christopher Marlowe', 'Benjamin Franklin', 'John Woolman', 'William Penn', 'Plato', 'Epictetus', 'Marcus Aurelius', 'Francis Bacon', 'John Milton', 'Thomas Browne', 'Ralph Waldo Emerson', 'Robert Burns', 'Saint Augustine', 'Thomas à Kempis', 'Aeschylus', 'Sophocles', 'Euripides', 'Aristophanes', 'Marcus Tullius Cicero', 'Pliny the Younger', 'Adam Smith', 'Charles Darwin', 'Plutarch', 'Virgil', 'Miguel de Cervantes', 'John Bunyan', 'Izaak Walton', 'Aesop', 'Wilhelm Grimm', 'Jacob Grimm', 'Hans Christian Andersen', 'John Dryden', 'Richard Brinsley Sheridan', 'David Garrick', 'Oliver Goldsmith', 'Percy Bysshe Shelley', 'Robert Browning', 'Dante Alighieri', 'Alessandro Manzoni', 'Homer', 'Richard Henry Dana', 'Edmund Burke', 'John Stuart Mill', 'Thomas Carlyle', 'Pedro Calderón de la Barca', 'Pierre Corneille', 'Jean Racine', 'Molière', 'Gotthold Ephraim Lessing', 'Friedrich von Schiller', 'Philip Sidney', 'Ben Jonson', 'Abraham Cowley', 'Joseph Addison', 'Richard Steele', 'Jonathan Swift', 'Daniel Defoe', 'Samuel Johnson', 'David Hume', 'Sydney Smith', 'Samuel Taylor Coleridge', 'William Hazlitt', 'Leigh Hunt', 'Charles Lamb', 'Thomas De Quincey', 'Thomas Babington Macaulay', 'William Makepeace Thackeray', 'John Ruskin']",The Complete Harvard Anthology of the Greatest Works of World Literature,"Musaicum Books presents to you this meticulously edited collection. The Harvard Classics in 51 volumes include the essential works of world literature, showing the progress of man from antics to modern age. In addition – there are 20 volumes of the greatest works of fiction. Content: The Harvard Classics: V. 1: Franklin, Woolman & Penn V. 2: Plato, Epictetus & Marcus Aurelius V. 3: Bacon, Milton, Browne V. 4: John Milton V. 5: R. W. Emerson V. 6: Robert Burns V. 7: St Augustine & Thomas á Kempis V. 8: Nine Greek Dramas V. 9: Cicero and Pliny V. 10: The Wealth of Nations V. 11: The Origin of Species V. 12: Plutarchs V. 13: Æneid V. 14: Don Quixote V. 15: Bunyan & Walton V. 16: 1001 Nights V. 17: Folklore & Fable V. 18: Modern English Drama V. 19: Goethe & Marlowe V. 20: The Divine Comedy V. 21: I Promessi Sposi V. 22: The Odyssey V. 23: Two Years Before the Mast V. 24: Edmund Burke V. 25: J. S. Mill & T. Carlyle V. 26: Continental Drama V. 27 & 28: English & American Essays V. 29: The Voyage of the Beagle V. 30: Scientific Papers V. 31: The Autobiography of Benvenuto Cellini V. 32: Literary and Philosophical Essays V. 33: Voyages & Travels V. 34: French & English Philosophers V. 35: Chronicle and Romance V. 36: Machiavelli, Roper, More, Luther V. 37: Locke, Berkeley, Hume V. 38: Harvey, Jenner, Lister, Pasteur V. 39: Prologues V. 40–42: English Poetry V. 43: American Historical Documents V. 44 & 45: Sacred Writings V. 46 & 47: Elizabethan Drama V. 48: Blaise Pascal V. 49: Saga V. 50: Reader's Guide V. 51: Lectures The Shelf of Fiction: V. 1 & 2: The History of Tom Jones V. 3: A Sentimental Journey & Pride and Prejudice V. 4: Guy Mannering V. 5 & 6: Vanity Fair V. 7 & 8: David Copperfield V. 9: The Mill on the Floss V. 10: Irving, Poe, Harte, Twain, Hale V.11: The Portrait of a Lady V. 12: Notre Dame de Paris V. 13: Balzac, Sand, de Musset, Daudet, de Maupassant V. 14 & 15: Goethe, Keller, Storm, Fontane V. 16–19: Tolstoy, Dostoevsky, Turgenev V. 20: Valera, Bjørnson, Kielland",['Literary Collections'],24697,en,2020-12-17,
['Ruskin Bond'],The Puffin Book Of School Stories,"A collection of all-time favourite school stories Meet the world’s naughtiest boys and girls, the best and the worst students and some really famous children in this book as they make their way through school. Read about David Copperfield and his friendship with Steerforth, Tom Brown trying to find his feet in Rugby school, and Jane Eyre fighting poverty and disease in a school for orphans. Not to forget those other irrepressible and immortal boys, Richmal Crompton’s William Brown, Mark Twain’s Tom Sawyer, RK Nararyan’s Swami and Ruskin Bond’s Rusty. Also included are stories from such classics as Anne of Avonlea, Little Men, Stalky and Co., and To Sir, With Love. By turns hilarious and heartwarming, these classic tales are about growing up and the time spent in that one place which is so beloved to some and so hated by others—school.",['Social Science'],256,en,2007-12-24,
['Ruskin Bond'],Someone Somewhere at 23:13,"Storytelling has a hoary tradition in this country and thisbook stands testimony to the fact that the art is alive and isbeing carefully nurtured. This collection of eight short storiesfinds young school children at their imaginative best.They cover vast ground in their first attempts at storytelling:from science fiction to nostalgia to the torment of the Presidentof a nation at war. Adjudged the best from among 7858stories by a panel headed by Ruskin Bond, these stories areamazingly good, given that the authors are young high schoolstudents with little more experience than writing essays forschool examinations.The book is the culmination of a year-long,ITC Limitedsponsoredtalent search in which over 800 schools participated.","['Short stories, Indic (English)']",92,en,2004,
['Ruskin Bond'],Whispers in the Dark,"For all those who have trembled through Ruskin Bond’s tales of horror and mystery, here’s another collection of strange and dark stories from the master storyteller. Within these pages you will befriend Jimmy the jinn who has trouble keeping his hands to himself, be witness to the mischief of the Pisaach and Churel who live in the peepul tree, and find yourself in the company of a bloodthirsty vampire cat, among other tales and curiosities that are guaranteed to send a delicious shiver down your spine! Written in Bond’s inimitable style and riveting to the core, this beautifully illustrated book is a must-have for anyone with a taste for the macabre.",['Fiction'],224,en,2016-09-20,
['Ruskin Bond'],An Axe for the Rani,,['India'],122,en,1972,
['John Ruskin'],Fors Clavigera,,['Aesthetics'],,en,1877,
"['John Ruskin', 'John Pincher Faunthorpe']",Index to Fors Clavigera,,['Aesthetics'],503,en,1887,
['John Ruskin'],"Arrows of the Chace, Being a Collection of Scattered Letters Published Chiefly in the Daily Newspapers, 1840-1880: Letters on art and science",,['Art'],,en,1880,
['Ruskin Bond'],The Sensualist,"The Sensualist is the story of a man enslaved by his libido and spiralling towards self-destruction. Gripping, erotic, even brutal, the book explores the demons that its protagonist must grapple with before he is able to come to terms with himself. In this fascinating account of the pleasures and perils that attend a young man's coming of age, Ruskin Bond displays his felicity in exploring the dark aspects of the human psyche. Bold and powerful, The Sensualist is a compelling read.",['Fiction'],120,en,2017-05-15,
